Show,AirDate,Round,Category,Value,qLength,qHardWords,qDaleChall,aLength,hasMedia,mediaLink,Question,Answer
6075,1/28/2011,1,THE SUPREME COURT,2000,20,6,9.37,2,0,,This plaintiff sued to get defendant James Madison to deliver the commission that would make him a judge in D.C.,(William) Marbury
5214,4/19/2007,0,MR. OR MS. MAYOR,600,11,5,12.03,2,0,,Marion Barry & Adrian Fenty have been mayors of this city,"Washington, D.C."
4281,3/24/2003,0,THERE'S A SUCKER...,400,23,9,10.96,2,0,,"This company says it's answered over 25,000 letters asking how many licks it takes to get to the center of its famous pop",Tootsie Roll
5681,4/27/2009,0,WEBSITES,400,7,1,6.24,1,0,,"This website is ""A place for friends""",MySpace
6211,9/26/2011,1,MOVIE TITLE SONGS,800,5,1,7.04,4,0,,1973: Paul McCartney and Wings,"""Live And Let Die"""
5158,1/31/2007,1,MINNESOTANS,800,19,3,7.07,3,0,,"Reportedly the richest man in the world when he died in 1976, he was born in Minneapolis in 1892",John Paul Getty
5583,12/10/2008,1,ABBA LYRICS,1600,16,1,5.42,5,0,,"""If you change our mind I'm the first in line, honey I'm still free"" do this",Take a Chance on Me
4221,12/30/2002,0,ALLOYS,400,15,4,9.14,1,0,,Simple carbon steels are just a little carbon & manganese & a lot of this,iron
5749,9/17/2009,1,WHAT A DECADE IN THE U.S.,1200,23,1,1.83,7,0,,"2 of the 4 men who were president in the 1920s; they each must have said ""vo dee oh do"" at least once","(2 of) Coolidge, Hoover, Wilson & Harding"
5826,1/4/2010,0,TV's SUPPORTING CASTS,400,11,4,9.65,2,0,,"Michael Urie as Marc St. James, an assistant at Mode magazine",Ugly Betty
6258,11/30/2011,0,GREAT COMEBACKS WITH DAN PATRICK,400,49,10,8.02,2,1,"http://www.j-archive.com/media/2011-11-30_J_27.jpg, http://www.j-archive.com/media/2011-11-30_J_27a.jpg","(Dan Patrick reads the clue from his studio.)  A year after hitting .406, this Red Sox legend left to be a fighter pilot in WWII, came back, won the Triple Crown, left to fight in the Korean War, came back & was an All-Star",Ted Williams
4096,5/27/2002,1,SHORT STORIES,1600,15,8,12.8,5,0,,"While in prison for embezzlement, he published his 1st short story, ""Whistling Dick's Christmas Stocking""",O. Henry (William Sydney Porter)
4923,1/25/2006,0,ALSO A BODY PART,200,7,1,6.24,2,0,,"It's the bud of a potato, bud",the eye
4208,12/11/2002,0,FRUITS & VEGETABLES,800,18,9,12.84,2,0,,"The satsuma, a nearly seedless variety of this, is typically canned, & goes great with Chinese chicken salad",mandarin orange
4452,1/6/2004,0,"GIMME AN ""S""!",800,13,6,11.57,2,0,,It's the body of water in the title of the following orchestral favorite,"""Swan Lake"""
5576,12/1/2008,1,SHAKESPEARE,2000,18,3,7.16,1,0,,"He says, ""The fault, dear Brutus, is not in our stars, but in ourselves, that we are underlings""",Cassius
4287,4/1/2003,0,AT THE ARCADE,1000,15,5,9.64,3,0,,"In the original Asteroids game, this was the term for jumping to a random location",warping to hyperspace
4329,5/29/2003,0,SO YOU THINK YOU KNOW THEATRE...,1000,22,6,8.67,2,0,,"Meryl Streep was in the orig. cast of the Sondheim musical based on this Greek play -- we're sure it was ""ribbit""ing",The Frogs
4599,9/9/2004,0,THE COIN BOX,1000,14,4,8.84,1,0,,"People are just mad for the Loonie, the nickname for this country’s one-dollar coin",Canada
4618,10/6/2004,0,FAMILY MEMBERS,1000,16,7,11.75,1,0,,Safer antibiotics & penicillin have largely replaced this family of drugs first used in the 1930s,sulfas
5754,9/24/2009,1,TOP 40 MATH,800,16,6,10.35,1,0,,"The Proclaimers' ""I'm Gonna Be"" this many ""(Miles)"" plus Paul Simon's ""Ways To Leave Your Lover""",550
5804,12/3/2009,0,ALSO A U.S. STATE,1000,10,3,8.62,1,0,,"First name of Ms. Engel of ""Mary Tyler Moore"" fame",Georgia
5188,3/14/2007,0,WHO'S THE MRS.?,800,3,2,14.31,2,0,,Mrs. Arnold Schwarzenegger,Maria Schriver
6177,6/21/2011,1,PAPAL BULLS,1600,12,3,8.18,3,0,,"John XXIII's bull of December 25, 1961 summoned the second of these",the Vatican Council
5063,9/20/2006,0,MATH JOKES,1000,19,4,7.9,3,0,,"""To get to the same side"" is why the chicken crossed this type of ""strip"" named for a German",a Mobius strip
4265,2/28/2003,1,OLD GAME SHOWS,1200,17,7,11.34,2,0,,Pat Sajak & Art Fleming have hosted special versions of this long-running quiz show sponsored by GE,College Bowl
5139,1/4/2007,1,CREATURE FEATURES,2000,14,6,11.1,1,0,,"Rats! In 2003, Crispin Glover starred in a creepy remake of this 1971 thriller",Willard
5857,2/16/2010,0,SEWARD'S FOLLIES,200,15,7,11.75,1,0,,In 1867 William Seward negotiated the purchase of Alaska from this nation for 7.2 million,Russia
5948,6/23/2010,0,ALEX MEETS AUTO-TUNE,1000,16,4,8.84,2,1,http://www.j-archive.com/media/2010-06-23_J_06.mp3,"""...The pipes, the pipes are calling from glen to glen, & down the mountain side""","""Danny Boy"""
5732,7/7/2009,1,FILL IN THE BLANK CANVAS,2000,12,6,12.79,1,0,,"Paul Gauguin: ""The Vision After the Sermon (___ Wrestling with the Angel)""",Jacob
5175,2/23/2007,1,'70s ALBUM COVERS,400,15,9,13.85,2,0,,David Alexander photographed the Beverly Hills Hotel before a pretty sunset for this 1976 album,Hotel California
5065,9/22/2006,0,DAUGHTERS OF THE AMERICAN REVOLUTION,800,18,10,13.3,2,0,,"Susan Olasky has written a kids' series about the adventures of Annie, daughter of this fiery Virginia orator",Patrick Henry
4943,2/22/2006,0,WHERE THERE'S A WILLIAM,400,13,6,11.57,3,0,,Daniel Webster served only a month as Secretary of State for this president,(William Henry) Harrison
4212,12/17/2002,0,STUPID ANSWERS,200,13,5,10.35,2,0,,"This character is the narrator of the classic Charlotte Bronte novel ""Jane Eyre""",Jane Eyre
5948,6/23/2010,1,IT'S ALL SCIENCEY & STUFF,1200,45,16,10.69,2,1,http://www.j-archive.com/media/2010-06-23_DJ_04.wmv,"(Kelly of the Clue Crew drops a sugar cube into each of two glasses of water.)  Sugar cubes dissolve faster in hot water than in cold, because when water is heated, these move faster & further apart, making room for more sugar ones",water molecules
5388,1/30/2008,1,POP QUIZ,800,15,4,8.59,1,0,,"1978's ""Don't Look Back"" was the follow-up to this New England band's hit debut album",Boston
5663,4/1/2009,1,NO. 1 HITMAKERS OF THE '90s,400,4,0,0.2,2,0,,"1997: ""Men in Black""",Will Smith
5324,11/1/2007,0,MONROE,600,21,9,11.45,3,0,,Forget DiMaggio and Berra-- the secret to the Yankees' 11 pennants from 1947 to 1960 was Lucy Monroe's singing of this,The Star-Spangled Banner
5163,2/7/2007,0,I WROTE THAT,800,5,3,13.36,2,0,,"""Misery"", ""Desperation"", ""The Green Mile""",Stephen King
6239,11/3/2011,1,IT CAME FROM THE NEW WORLD,800,17,9,12.84,3,0,,"Christopher Columbus sampled this grain in Cuba, declaring it ""most tasty boiled, roasted or ground into flour""",corn (or maize)
5889,4/1/2010,0,NASCAR SPONSORS,600,17,4,7.77,1,0,,"When it comes to sponsorships, No. 43, Reed Sorenson, asks for supersize from this fast food chain",McDonald's
6006,10/25/2010,0,NONPOTENT POTABLES,600,13,7,13.44,1,0,,"An unfuzzy navel combines lemon juice, orange juice & this flavor fruit nectar",peach
4719,2/24/2005,1,WITHOUT A TRACE,2000,23,4,7.52,3,0,,"On Aug. 28, 1995 a note on this famous atheist's door said she'd be right back; she was found buried 6 years later",(Madalyn Murray) O'Hair
4691,1/17/2005,0,MISSING VOWELS,200,3,1,9.05,1,0,,Cold nation: RSS,Russia
4155,9/27/2002,0,WAR & PEACE SONGS,200,14,1,5.46,2,0,,"With the E Street Band, he had a 1986 hit covering the song ""War""",Bruce Springsteen
5951,6/28/2010,1,GOVERNMENTAL STUPID ANSWERS,800,13,3,7.93,1,0,,"It's the term for a period of service, like a senator's 6 years",term
4785,5/27/2005,0,ALL SAINTS,600,14,7,12.23,2,0,,"Exiled abroad a couple of times, the well-traveled Anselm has this as his emblem",a ship
4301,4/21/2003,1,BIRDS,1600,12,3,8.18,2,0,,"This ""quiet"" species is the only swan that has an orange bill",mute swan
5472,5/27/2008,1,"""ARM""s",2000,38,16,11.25,1,1,http://www.j-archive.com/media/2008-05-27_DJ_20.jpg,(Cheryl reports from the American Museum of Natural History in New York.) A new pavilion features a 3500 lb. sculpture of one of these spheres used by early astronomers to represent the circles of the heavens,armillary
6141,5/2/2011,1,IT'S SHOWTIME!,2000,14,6,10.75,2,0,,"This title E.R. woman had an affair, forged an organ donor card, etc., etc.",Nurse Jackie
5949,6/24/2010,0,LET'S ALL GO TO THE LOBBY,400,21,6,9.19,2,0,,In the lobby of Hollywood's Roosevelt Hotel is a mirror said to be haunted by this blonde who died in 1962,Marilyn Monroe
4889,12/8/2005,0,THANKS,800,15,6,10.7,2,0,,"In a newspaper editorial, Francis Church wrote, ""Thank God, he lives, and he lives forever""",Santa Claus
5184,3/8/2007,0,"""DEN""MARK",600,16,3,7.39,2,0,,"A name for a class of things, like a religious group or a unit of currency",a denomination
5523,9/17/2008,0,THE REAL MTV,200,14,6,11.1,4,0,,JabbaWockeeZ stomped the competition on the first season of this Randy Jackson floor show,America's Best Dance Crew
5934,6/3/2010,0,LET'S BE LOGICAL,200,23,4,7.52,1,0,,"There are 6 ways to make this number with a pair of dice, so it's the most common result of a single toss",seven
4949,3/2/2006,0,REMEMBERING RICKY NELSON,600,33,10,10.27,3,1,http://www.j-archive.com/media/2006-03-02_J_28.mp3,"Gene Pitney wrote this musical greeting that charted for Ricky in 1961  ""Passed me by one sunny day/ Flashed those big brown eyes my way/ And ooh, I wanted you forevermore""","""Hello Mary Lou"""
5446,4/21/2008,0,TRAVEL EUROPE,800,16,4,8.38,3,0,,"Some believe the best Greek sweet wine is mavrodaphne, a specialty of this peninsula in Greece",the Peloponnesian peninsula
4645,11/12/2004,0,PITS BURG,400,15,5,9.64,1,0,,Any pilgrimage to find the best olives will lead you through Kalamata in this country,Greece
4184,11/7/2002,0,E BEFORE I,200,15,9,14.48,1,0,,Any number of flowers including plumeria & carnations are used to make this Hawaiian necklace,lei
6222,10/11/2011,0,ONE-LINERS,800,19,8,11.23,2,0,,"Oscar Levant: Joe DiMaggio's divorce from her ""proves that no man can be a success in 2 national pastimes""",Marilyn Monroe
5859,2/18/2010,1,HOLY ____!,800,12,5,10.51,1,0,,"Holy this, be it Aaron's brother, the NBA's Mr. Malone or Grandma",Moses
5713,6/10/2009,0,TAILGATE CUISINE,1000,15,5,10.35,2,1,http://www.j-archive.com/media/2009-06-10_J_11.jpg,"Seen here, they're a traditional treat for tailgating at Ravens or Terrapins games",crab cakes
5374,1/10/2008,1,"AN ART ""C"" CATEGORY",2000,24,5,8.58,1,1,"http://www.j-archive.com/media/2008-01-10_DJ_12.jpg, http://www.j-archive.com/media/2008-01-10_DJ_12a.jpg","Here we see mastery of this technique from the Italian for ""bright and dark"", used to create a 3-D effect",chiaroscuro
5986,9/27/2010,0,U.S. BODIES OF WATER,600,16,9,13.31,2,0,,The Willamette river of Oregon flows northward for about 190 miles before emptying into this river,the Columbia
6146,5/9/2011,0,FLOWER POWER,600,21,3,7.27,1,1,"http://www.j-archive.com/media/2011-05-09_J_03.jpg, http://www.j-archive.com/media/2011-05-09_J_03a.jpg",Seen here are the flowers of this plant that yields a cooking oil low in saturated fat,canola
6153,5/18/2011,0,Y'ALL FROM GEORGIA?,400,18,6,9.35,1,0,,"From 1942 to 1961 it was the occupation of William Hartsfield, for whom Atlanta's Intl. Airport is named",mayor
6050,12/24/2010,1,TAKE ME TO YOUR WORLD LEADER,400,9,3,9.35,1,0,,President Bronislaw Komorowski; that should be all you need,Poland
5466,5/19/2008,0,TECHNOLOGY,1000,14,8,13.35,1,0,,"The engine control unit, a car's smartest computer, monitors systems like injection of this",fuel
5079,10/12/2006,0,THE TITANIC,1000,21,4,7.69,2,0,,"Gates prevented 700 of these passengers from getting up to the main deck, though they didn't stop Leo in the movie",third class
4786,5/30/2005,1,BALLET,800,14,7,12.78,1,0,,"Appropriate 1-word title of the Balanchine Ballet in 3 parts: ""Emeralds"", ""Rubies"" & ""Diamonds""",Jewels
4965,3/24/2006,0,AMERICANA,800,22,5,7.77,2,0,,You don't have to be in spitting distance to know that N.C. has 3 official festivals; 2 of them honor this fruit,the watermelon
6173,6/15/2011,1,EXPLORATION,400,20,6,9.37,3,0,,Martin Frobisher was one of the first Englishmen to look for this supposed route that led from Europe to Asia,the Northwest Passage
5818,12/23/2009,1,BEVERAGES,400,15,4,8.84,1,0,,The names of both aqua vitae & eau de vie literally mean water of this,life
4609,9/23/2004,1,TAKING YOUR LUMPS,2000,11,5,11.36,2,0,,Karl Marx bunched the dregs of society under this 17-letter mouthful,the lumpenproletariat
4912,1/10/2006,1,SOVIET MAN,400,32,11,10.3,2,1,http://www.j-archive.com/media/2006-01-10_DJ_02.jpg,"(Jimmy of the Clue Crew reports from Riga, Latvia.)  Perhaps the U.S.S.R.'s  greatest filmmaker, born in Riga in 1898, I'm in front of a building his father designed",Sergei Eisenstein
5689,5/7/2009,0,COLLEGE-PODGE,800,17,6,10.05,1,0,,"At schools like Bennington, sign up for this kind of 11-letter ""study"", meaning ""not controlled by others""",independent
4179,10/31/2002,0,SCULPTURE,1000,14,5,9.97,1,0,,"In a colossal bronze by Cellini, Perseus is holding the head of this gorgon",Medusa
5589,12/18/2008,0,SPOTTED CREATURES,400,15,6,11.57,3,1,http://www.j-archive.com/media/2008-12-18_J_18.jpg,"Pictured here, this largest living fish has spots all over its upper body",a whale shark
4819,7/14/2005,0,FRIENDS,400,19,8,11.23,3,0,,"The only cast member never nominated for an Emmy, she's had a successful film career with the ""Scream"" series",Courteney Cox Arquette
5755,9/25/2009,0,BERMUDA SHORTS,600,7,3,10.75,2,0,,"""Wide"" sea of seaweed that encompasses Bermuda",Sargasso (Sea)
5002,5/16/2006,0,THE ONION,400,14,6,11.57,2,0,,"Feb. 20, 2006: This late ""Feminine Mystique""  writer ""honored with second-class postage stamp""",(Betty) Friedan
4909,1/5/2006,1,LITERARY ROCK & ROLL,1600,15,6,10.7,2,0,,"The chilling ""Killing An Arab"" by The Cure was inspired by this Albert Camus work",The Stranger
4347,6/24/2003,1,ITALIAN FOOD,1200,15,5,9.97,1,0,,"A traditional side dish, it's a cornmeal mush often with butter & cheese mixed in",polenta
4859,10/27/2005,1,STAMPS,2000,15,6,10.7,1,0,,"Scientist Barbara McClintock, who discovered ""jumping"" these in maize, was honored on a 2005 stamp",genes
5028,6/21/2006,1,PAINTERS,1200,19,7,10.4,2,0,,"The title of his 1885 work ""Halibut Fishing"" was changed to the more familiar title ""Fog Warning"" years later",Winslow Homer
5156,1/29/2007,0,IT BORDERS CHINA,800,11,4,10.45,2,0,,The one country that borders both China & the Yellow Sea,North Korea
5712,6/9/2009,1,"GOOD ""BI""",800,5,1,7.04,1,0,,The 47th U.S. vice president,Biden
4145,9/13/2002,0,"HELLO, NEWMAN",600,13,6,11.57,3,0,,"Newman's movie debut, ""The Silver"" this, also features Lorne Greene as St. Peter",The Silver Chalice
5000,5/12/2006,1,LITERARY LINEUPS,400,9,4,11.93,2,0,,"Cicero, Cassius, Cinna & another Cinna (a bad poet)",Julius Caesar
5220,4/27/2007,1,"""T"" TIME",1600,11,4,10.45,1,0,,"In names of cat breeds, this nationality precedes ""Angora"" & ""Van""",Turkish
5756,9/28/2009,0,THE APARTMENT OF ENERGY,400,16,5,9.36,2,0,,I'm proud my Maytag Performance Series front load this gets an Energy Star from the government,a washer
5012,5/30/2006,1,MARCH,1200,15,2,6.11,2,0,,This man's reforms in 45 B.C. made March the third month rather than the first,Julius Caesar
5821,12/28/2009,1,VIVA VIVALDI!,800,17,7,10.98,1,0,,"Vivaldi suffered from a lifelong strettezza di petto (""tightness of the chest""), thought to be bronchial this",asthma
6037,12/7/2010,0,RVs,200,52,10,8.21,2,1,"http://www.j-archive.com/media/2010-12-07_J_26.jpg, http://www.j-archive.com/media/2010-12-07_J_26a.jpg","(Jimmy of the Clue Crew reports from the RV/MH Hall of Fame in Elkhart, IN.)  The GMC Motorhome from the '60s & 70s was among the first models to have this innovation that helps with traction by putting the weight over the wheels that do the work",front-wheel drive
5942,6/15/2010,0,THE FOOD CHAIN,800,3,1,11.63,1,0,,Shepherd's ____ plant,pie
6038,12/8/2010,1,"AROUND THE ""GLOBE""",800,10,2,7.29,3,0,,"Nominated 7 times, Tom Cruise has won 3 of these",a Golden Globe
4106,6/10/2002,0,FIRST CLASS,800,12,3,8.18,3,0,,"It's been ""cataloged"" as the first skyscraper over 1,400 feet in height",the Sears Tower
5196,3/26/2007,1,LET'S GET BIBLICAL,800,15,7,11.75,1,0,,"Lamentations recounts that during a siege of Israel, many people resorted to this for food",cannibalism
4831,9/19/2005,0,SPOT THE POOCH,800,4,4,19.62,1,0,,"Ekkenpinscher, Hauzzenpinscher, Affenpinscher, Didhepinscher",Affenpinscher
5330,11/9/2007,1,AUTOBIOGRAPHERS,400,10,3,8.87,1,0,,"A German master: ""From My Life: Poetry and Truth"" (1813)",Goethe
5873,3/10/2010,1,ARTISTS & THEIR SUBJECTS,2000,17,6,10.05,4,0,,"In 1797 Goya painted this duchess, his mistress, pointing to the words ""solo Goya"", or ""Goya alone""",the Duchess of Alba
5796,11/23/2009,1,FRUIT,2000,6,0,0.3,1,0,,Fraise is French for this fruit,strawberry
4803,6/22/2005,1,WHAT A BROADWAY CHARACTER!,2000,35,11,9.86,3,1,http://www.j-archive.com/media/2005-06-22_DJ_06.jpg,"(Sarah of the Clue Crew reports from the set of the Gerswhin Theatre, New York.)  The name ""Elphaba"", the leading character in ""Wicked"", is derived from the initials of this famous author",L. Frank Baum
6249,11/17/2011,0,"""FUN"" IN",400,15,4,9.14,1,1,http://www.j-archive.com/media/2011-11-17_J_02.jpg,"I've got the munchies; ah, just what I need--these savory snacks from Frito-Lay",Funyuns
5575,11/28/2008,1,REELIN' IN THE YEARS,800,16,5,9.64,1,0,,"The battles of Saratoga & Bennington were in this year, not the title of a musical",1777
5095,11/3/2006,1,HANGIN' WITH MY GNOMIES,2000,22,7,9.94,2,0,,"2 gnomes, 2 kids & a lumber tycoon set off on a forest adventure in the title vehicle in this 1967 film",The Gnome-Mobile
4573,6/23/2004,0,RICHARD III,1000,12,4,9.5,2,0,,He's the man who became the first Tudor king following Richard's death,Henry VII
5031,6/26/2006,1,MEET T.S. ELIOT,800,13,6,11.57,2,0,,Eliot grew up in this city where his grandfather had co-founded Washington University,St. Louis
4650,11/19/2004,1,COLLEGE NEWSPAPERS,1600,2,0,0.1,1,0,,The Hoya,Georgetown
4804,6/23/2005,0,QUOTATIONS,1000,24,4,6.95,3,0,,"""But a lifetime of happiness!  No man alive could bear it: it would be hell on earth"", he wrote in ""Man and Superman""",George Bernard Shaw
