,Show,AirDate,Round,Category,Value,qLength,qHardWords,qDaleChall,aLength,hasMedia,mediaLink,Question,Answer
84155,5394,2/7/2008,Double Jeopardy!,AFRICAN-AMERICAN AUTHORS,1600,21,7,9.94,2,False,,"In 1975 an Oklahoma City library was named for this ""Invisible Man"" author who was born in the city in 1914",Ralph Ellison
61943,4961,3/20/2006,Jeopardy!,HOT TRAVEL SPOTS,1000,20,8,11.23,1,False,,"Fancy dress & gaudy floats are the order of the day at a carnival in Valletta, this island nation's capital",Malta
13981,5296,9/24/2007,Double Jeopardy!,"""Q"" ME",2000,15,7,12.23,1,False,,"Prior to 2001, ownership of the Hawar Islands was disputed between Bahrain & this country",Qatar
36120,6017,11/9/2010,Jeopardy!,SUBTRACT A LETTER,1000,7,4,13.01,1,False,,"...in ""sentiment"" to become this--conscious or aware",sentient
46284,4518,4/7/2004,Jeopardy!,"""P"" & ""P""",400,13,2,6.71,2,False,,"A small stitch used in embroidery, its name is French for ""small stitch""",petit point
46690,5722,6/23/2009,Jeopardy!,NAME THAT JUNE,1000,21,5,8.44,1,False,,"The White House wasn't finished, so John Adams took up residence in a Washington tavern on June 3 in this year",1800
28445,5129,12/21/2006,Jeopardy!,CHRISTMAS HISTORY,600,17,6,10.05,2,False,,Dec. 25 may have been chosen to correspond with this empire's Saturnalia rebirth of the sun festival,Roman Empire
34683,4260,2/21/2003,Jeopardy!,LET THERE BE LIFE,400,10,4,10.45,1,False,,"As they have chlorophyll, algae produce food using this process",photosynthesis
8850,6260,12/2/2011,Double Jeopardy!,NUTRITIONAL SUPPLEMENTS,1600,21,7,9.94,1,False,,"If you have an allergy to plants like ragweed, be cautious using this herb often paired with goldenseal to fight colds",Echinacea
77739,6092,2/22/2011,Double Jeopardy!,"CROSSWORD CLUES ""D""",1600,4,3,15.68,2,False,,Any tyrannical ruler (6),a despot
5112,5153,1/24/2007,Double Jeopardy!,1807,1200,14,4,8.84,1,False,,"Later to lead the revolutionary Redshirts, he was born on the Fourth of July",Garibaldi
40460,4340,6/13/2003,Jeopardy!,WORLD OF AUTHORS,200,2,2,19.53,1,False,,Vladimir Nabokov,Russia
52371,5939,6/10/2010,Jeopardy!,'70s SITCOMS,800,15,5,9.64,4,False,,"Despite the death of its star Freddie Prinze, this sitcom continued for an additional season",Chico and the Man
90467,4690,1/14/2005,Double Jeopardy!,"""U"" GOTTA BELIEVE!",400,15,3,7.71,1,False,,"Check ouf all the jazz going on in Orem, Ogden & Ophir in this state",Utah
116426,5993,10/6/2010,Double Jeopardy!,PRINCE SONGS A LA TREBEK,800,16,2,6.4,3,False,,"""Why do we scream at each other, this is what it sounds like when"" this happens","""When Doves Cry"""
110294,6122,4/5/2011,Jeopardy!,OPRAH'S SURPRISES,600,46,10,8.44,2,True,http://www.j-archive.com/media/2011-04-05_J_20.jpg,"(Oprah Winfrey gives the clue.)  I thought I was doing a show on juries back in 1994 but it turned out to be a surprise 40th birthday party for me; Patti LaBelle & this ""Queen of Soul"" made my day by being there",Aretha Franklin
57883,5699,5/21/2009,Double Jeopardy!,"""J"" PEG",400,6,1,6.57,1,False,,The month named in 44 B.C.,July
21249,4499,3/11/2004,Double Jeopardy!,CHEMISTRY,2000,21,8,10.69,1,False,,"A 1998 experiment heated deuterium to 70,000 degrees as part of an effort to make this element transition to a metal",hydrogen
30232,5451,4/28/2008,Double Jeopardy!,ANAGRAMMED BIRDS,2000,5,2,10.2,1,False,,It's probably long-tailed: HEAT SNAP,pheasant
16815,5599,1/1/2009,Jeopardy!,OCCUPATIONAL WEAR,600,12,5,10.81,1,False,,The strap-happy sandals named for these ancient combatants were hot in 2008,gladiators
81284,5952,6/29/2010,Double Jeopardy!,TRADITIONAL ANNIVERSARY GIFTS,2000,22,6,9.79,1,True,"http://www.j-archive.com/media/2010-06-29_DJ_20.jpg, http://www.j-archive.com/media/2010-06-29_DJ_20a.jpg","The 35th warrants this, which is also the orangy color of the material in the necklace seen here",coral
84646,5192,3/20/2007,Jeopardy!,MILITARY MATTERS,1000,22,6,9.19,2,False,,"The three elements that make up the Marine Corps seal are a globe, an eagle holding a scroll & this naval symbol",an anchor
68942,4363,7/16/2003,Double Jeopardy!,POETS & POULTRY,400,18,6,9.79,1,False,,"Poet laureate Robert Southey wrote that ""Curses are like young chickens, they always come home to"" do this",roost
101878,6150,5/13/2011,Jeopardy!,10-LETTER WORDS,1000,11,4,9.92,1,False,,It's the branch of medicine dealing with diseases of the aged,geriatrics
20063,5595,12/26/2008,Double Jeopardy!,PRESIDENTIAL RUNNERS-UP,2000,3,0,0.15,2,False,,1928: Al Smith,Herbert Hoover
103987,4858,10/26/2005,Double Jeopardy!,PERSONA,2000,8,5,13.9,1,False,,President Loubet pardoned this Army captain in 1899,Dreyfus
46038,6121,4/4/2011,Double Jeopardy!,ARCHITECTURE,2000,53,13,9.31,2,True,"http://www.j-archive.com/media/2011-04-04_DJ_15.jpg, http://www.j-archive.com/media/2011-04-04_DJ_15a.jpg, http://www.j-archive.com/media/2011-04-04_DJ_15b.jpg","( Sarah of the Clue Crew presents the clue on a monitor.)  A cupola is the top structure of a dome; when the windows or walls are opened to illuminate the dome interior, it's this type of cupola, sharing its name with a certain portable light",a lantern
32829,5968,7/21/2010,Double Jeopardy!,ON THE ROCKS,2000,17,4,8.59,2,True,http://www.j-archive.com/media/2010-07-21_DJ_25.jpg,"Say ""hy there"" to the rock type of this creature, sometimes called a rock rabbit",the hyrax
8809,6260,12/2/2011,Jeopardy!,GOING NATIONAL,400,3,0,0.1,1,False,,Guard & chard,Swiss
14329,4820,7/15/2005,Jeopardy!,CREDIT,400,13,3,7.88,1,False,,"""There are some things money can't buy.  For everything else there's"" this",MasterCard
100260,5753,9/23/2009,Double Jeopardy!,"""WESTERN""",800,15,3,7.54,2,False,,"What some say ""High Noon"" is, or the company that runs Las Vegas' Parkview Inn",Best Western
53901,5539,10/9/2008,Double Jeopardy!,CRUISE LINES,400,21,4,7.13,4,False,,"In this film Lt. Kaffee (Cruise) says, ""I want the truth!"" & Col. Jessep (Nicholson) replies, ""you can't handle the truth!""",A Few Good Men
109303,4161,10/7/2002,Double Jeopardy!,11-LETTER WORDS,800,7,4,14.46,1,False,,"A collector of rupees, pesos & drachmas",numismatist
82209,4240,1/24/2003,Jeopardy!,"GOIN' ""SOUTH""",600,17,6,10.05,2,False,,In June 1998 forces of this nation seized a spy submarine that had strayed into its waters,South Korea
92731,5428,3/26/2008,Double Jeopardy!,WORD & PHRASE ORIGINS,1600,19,8,11.23,1,False,,"From a misspelling of the words ""all correct"", it was later used by Democratic partisans of Martin Van Buren",O.K.
82702,5738,7/15/2009,Jeopardy!,WORDS FOR YOUNGSTERS,400,21,5,8.08,1,True,http://www.j-archive.com/media/2009-07-15_J_16.mp3,"Bairn is a word from this northernmost U.K. country, as in ""Och, the wee bairn dinna eat his chicken tenders""",Scotland
95213,4836,9/26/2005,Double Jeopardy!,RIVERS,1200,17,6,10.05,1,False,,"The country whose capital is Dakar, or the river that forms part of its border with Mauritania",Senegal
24310,5457,5/6/2008,Jeopardy!,"THE ""DEL""s",600,10,3,8.87,1,False,,These false beliefs might be of grandeur or of persecution,delusions
97500,5890,4/2/2010,Double Jeopardy!,EUROPEAN LEADERS,1200,21,8,11.55,1,True,http://www.j-archive.com/media/2010-04-02_DJ_10.jpg,Yulia Tymoshenko was a leader of the Orange Revolution in this former SSR & became one of its leaders,Ukraine
12300,6140,4/29/2011,Jeopardy!,FIRST NAMES IN THE DICTIONARY,200,20,3,6.6,1,False,,Need to change a tire?  No problem if you have one of these portable devices to lift the car,jacks
66197,4205,12/6/2002,Double Jeopardy!,MILLENNIUM MOMENTS,400,20,5,8.58,2,False,,"In 1543 Copernicus added that while it's the center of the universe, it's not the true center of all space",the sun
61225,6281,1/2/2012,Double Jeopardy!,FASHION,800,22,6,9.03,2,False,,President Truman popularized this shirt with the name of a Hawaiian greeting when he was on the cover of Life in 1951,an aloha
72683,5015,6/2/2006,Jeopardy!,COMMUNICATIONS,600,22,9,11.19,1,False,,"After an earlier one was severed by a fisherman, a cable to transmit these was laid under the English Channel in 1851",telegrams
57727,4360,7/11/2003,Double Jeopardy!,ART & ARTISTS,1600,28,9,10.24,1,False,,"(Cheryl of the Clue Crew at Rembrandt's house in Amsterdam)  Rembrandt did much of his work in this studio, including this philosopher ""Contemplating the Bust of Homer""",Aristotle
99194,4703,2/2/2005,Double Jeopardy!,VOCABULARY,800,17,7,11.34,3,False,,"Differing by a letter, the 2 words meaning an electrically charged atom & a very long time",eon & ion
38095,4653,11/24/2004,Double Jeopardy!,PHILOSOPHY,1600,16,7,12.23,1,False,,"Ancient Greek philosopher from Samos whose school promoted pleasure & let women & slaves join, too",Epicurus
47479,5353,12/12/2007,Jeopardy!,THE TIGER,600,11,3,8.49,3,False,,Tiger is the second rank in this organization for young boys,the Cub Scounts
24486,5973,7/28/2010,Jeopardy!,SAINTS ON THE MAP,800,12,5,11.36,2,False,,This gulf of the Atlantic is between Newfoundland & the Canadian mainland,St. Lawrence
89841,6180,6/24/2011,Jeopardy!,NEW YORK CITIES & TOWNS,1000,14,3,7.71,1,False,,"Take note--the fort in this town was once considered the ""Gibraltar of the North""",Ticonderoga
115741,4311,5/5/2003,Double Jeopardy!,BACKWORDS,400,6,1,6.57,1,False,,It's a cheese made in Holland,Edam/made
93584,4739,3/24/2005,Jeopardy!,OLYMPIC BOXERS,200,9,3,9.35,2,False,,"With this name, Muhammad Ali won 1960 light-heavyweight gold",Cassius Clay
55349,4251,2/10/2003,Double Jeopardy!,SCIENCE & NATURE,400,28,10,10.82,1,False,,"(Sofia of the Clue Crew reports from the Science Museum of Minnesota)  As I increase the frequency, I decrease the distance between crests, which is called this",wavelength
57799,5493,6/25/2008,Jeopardy!,MOVIE TITLE NAMES,400,13,7,13.44,2,False,,2000: Julia Roberts becomes a legal assistant & brings down a power company,Erin Brockovich
82028,5902,4/20/2010,Jeopardy!,DUMB CRIMINALS,200,19,7,10.4,1,False,,"While robbing a West Virginia home, a man logged into this social network site but did not log out",Facebook
93209,5641,3/2/2009,Jeopardy!,EVE,800,14,6,11.1,1,False,,"EVE, the Essay Verification Engine, helps guard against this, from the Latin for ""kidnapping""",plagiarism
56403,5743,7/22/2009,Jeopardy!,LITTLE WOMEN,800,21,6,8.5,2,False,,"Though not tall, this future Secy. of State made a big impression in 1993 as U.S. Ambassador to the United Nations",Madeleine Albright
1573,5079,10/12/2006,Jeopardy!,"""B"" PREPARED",200,4,3,15.68,1,False,,A non-rigid flexible dirigible,blimp
69249,4453,1/7/2004,Jeopardy!,GEORGE ORWELL,200,21,6,9.19,1,False,,"Orwell was born Eric Blair in this country in 1903; Kipling, whom Orwell later wrote about, was born there in 1865",India
66530,4248,2/5/2003,Jeopardy!,WE LOVE THE THEATRE,800,20,7,9.66,1,False,,"Written about teens for a teen audience, ""Generation Why?"" premiered in Costa Mesa in this West Coast state in 1999",California
31312,4958,3/15/2006,Double Jeopardy!,BLENDED WORDS,2000,8,4,11.93,3,False,,Lewis Carroll coined chortle from these two words,chuckle & snort
73525,5910,4/30/2010,Jeopardy!,GREAT WORK,400,20,7,10.16,2,False,,The work of Jose Clemente Orozco brought fresco into the 20th century as a medium for these vast wall paintings,a mural
17159,6016,11/8/2010,Jeopardy!,BOOKS & AUTHORS,800,15,5,9.97,2,False,,"The bestselling novel ""Freedom"" has put him back in Oprah's Book Club & good graces",Jonathan Franzen
69083,5497,7/1/2008,Jeopardy!,"""LAND"" OF OPPORTUNITY",200,7,4,13.01,2,False,,A lopsided victory in a political election,a landslide
31159,4145,9/13/2002,Jeopardy!,A NATION OF ASIA,800,14,9,14.48,1,False,,"In the 16th century Portuguese sailors named this island ""Ilha Formosa"" or ""beautiful island""",Taiwan
94472,6119,3/31/2011,Double Jeopardy!,PAINTED LADIES,1200,21,7,9.94,2,False,,Sir John Lavery became the leading portrait painter of his time after he was commissioned to paint her portrait in 1888,Queen Victoria
24106,6131,4/18/2011,Double Jeopardy!,WARRIN',400,12,5,10.81,1,False,,"From the Latin for ""war"" comes this adjective meaning ""ready to fight""",bellicose
67315,5209,4/12/2007,Jeopardy!,TITLES OF PRINCE CHARLES,600,22,6,9.03,1,False,,The title of Duke of Rothesay is the highest title of this country given to the heir apparent to the U.K. throne,Scotland
24000,5998,10/13/2010,Double Jeopardy!,FLIES & FLYING,800,17,7,10.94,3,False,,During WWII this future U.S. president flew a Grumman Avenger & was shot down over the Pacific,George H.W. Bush
77196,6084,2/10/2011,Jeopardy!,AFRICAN AMERICANS,800,13,5,10.03,2,False,,In 2005 Baltimore/Washington Intl. Airport was renamed for this late Supreme Court justice,Thurgood Marshall
81917,5336,11/19/2007,Jeopardy!,"""MARI"" ME",200,9,3,9.35,1,False,,"Traditional Mexican dance band, or the music it plays",mariachi
4665,4787,5/31/2005,Double Jeopardy!,TO NEIL,1600,12,3,7.88,2,False,,"In the '50s, Neil H. McElroy was this man's Secretary of Defense",President Eisenhower
43014,5045,7/14/2006,Jeopardy!,HOMETOWN ATHLETES,400,31,9,9.75,2,True,"http://www.j-archive.com/media/2006-07-14_J_27.jpg, http://www.j-archive.com/media/2006-07-14_J_27a.jpg","(Jimmy of the Clue Crew reports from Pittsburgh, PA.)  Growing up within 5 blocks from the campus, this quarterback naturally played at Pitt, starting in 1979",Dan Marino
112450,4080,5/3/2002,Double Jeopardy!,AUTHORS & THEIR CHARACTERS,400,17,8,12.33,3,False,,"She fictionalized her affair with Nelson Algren in ""Les Mandarins"", & based the heroine's husband on Sartre",Simone de Beauvoir
28620,6204,7/28/2011,Jeopardy!,TOOLS OF THE WRITER'S TRADE,800,15,8,12.8,2,False,,"Raymond Chandler composed screenplays by talking into this machine, a brand name copyrighted in 1907",a dictaphone
91644,5524,9/18/2008,Double Jeopardy!,U.S. RIVERS,400,16,7,11.34,2,False,,"This river of the American Southwest shares its name with a ""monster"" that inhabits the area",the Gila
33391,6208,9/21/2011,Jeopardy!,DOES THIS DRESSING MAKE ME LOOK FAT?,200,10,6,13.61,2,False,,"This dressing meaning ""little vinegar"" looks positively slimming on you",a vinaigrette
12231,4929,2/2/2006,Double Jeopardy!,NAPOLEONIC TIMES,1200,14,4,9.14,1,False,,"On Sept. 14, 1812 French troops occupied this city & found it almost deserted",Moscow
18685,6148,5/11/2011,Jeopardy!,CELEBRITIES IN HIGH SCHOOL,1000,16,6,11.1,2,True,http://www.j-archive.com/media/2011-05-11_J_25.jpg,"We're happy to ""report"" that this young pundit, seen here, was voted wittiest student",Stephen Colbert
117479,5212,4/17/2007,Jeopardy!,"YOU'RE MAKING ME ""MAD""",800,6,3,11.83,1,False,,A fortified dessert wine from Portugal,Madeira
24760,4141,9/9/2002,Jeopardy!,"""C"" DUTY",600,11,5,11.36,2,False,,A melodramatic drama serial in which each episode ends in suspense,a cliffhanger
65899,4683,1/5/2005,Jeopardy!,THEY PASSED,800,18,8,11.55,2,False,,"""American Beauty"" might've been a little different if this ""Fletch"" star hadn't turned down the Kevin Spacey role",Chevy Chase
10662,5601,1/5/2009,Double Jeopardy!,"""EL""-WAY",1200,8,4,11.93,2,False,,"A Eugene O'Neill play finds ""Desire Under"" these",the Elms
33955,5301,10/1/2007,Double Jeopardy!,COMPLETES THE OPERA,2000,6,1,7.04,1,False,,"Philip Glass: ""________ on the Beach""",Einstein
86052,5251,6/11/2007,Double Jeopardy!,"REMEMBER THE A LA ""MODE""",400,11,5,11.36,2,False,,One of these devices enables data transmission over a phone line,a modem
35003,5990,10/1/2010,Double Jeopardy!,19TH CENTURY LIT,1600,12,7,14.23,3,False,,This author created the noble Indian Uncas & the slimy Indian Magua,(James Fenimore) Cooper
58469,4869,11/10/2005,Double Jeopardy!,WE'VE GOT MORE PEOPLE THAN YOU!,400,3,3,19.58,1,False,,"Iraq, Iran, Israel",Iran
113285,5814,12/17/2009,Double Jeopardy!,IN A GOOD CAUSE,1200,18,6,9.79,2,False,,"According to the Innocence Project, 17 convicts who were exonerated using DNA had spent time on this row",death row
69438,4676,12/27/2004,Jeopardy!,HEALTH CARE,800,11,6,12.79,10,False,,43 million people is the figure you usually hear bandied about,Number of uninsured Americans (Americans who don't have health insurance)
52538,6137,4/26/2011,Jeopardy!,FATHER FIGURES OF SPEECH,600,7,1,7.04,2,True,http://www.j-archive.com/media/2011-04-26_J_23.jpg,It's the personification seen here,Father Time
33110,6267,12/13/2011,Jeopardy!,WORLD OF WONDERS,200,11,2,7.05,3,False,,"This iconic landmark near the Champ de Mars has 1,665 steps",the Eiffel Tower
28380,4264,2/27/2003,Jeopardy!,THE ARMED FORCES,200,9,3,9.35,1,False,,"The ""Keystone"" National Guard division is in this state",Pennsylvania
95401,6263,12/7/2011,Jeopardy!,I'M ON STRIKE,200,18,6,9.79,1,False,,In 1980 the Solidarity labor union was formed when the Gdansk shipworkers went on strike in this country,Poland
58359,6102,3/8/2011,Jeopardy!,HOCKEY,1000,13,5,10.35,1,False,,"Borje Salming, from this country, helped get European players accepted in the NHL",Sweden
48848,4789,6/2/2005,Double Jeopardy!,LABOR UNIONS,400,11,3,8.49,1,False,,The Log is the monthly newspaper of a union of these,sailors
64493,5313,10/17/2007,Double Jeopardy!,JAZZ MUSICIANS,400,21,6,8.67,2,False,,"His ""What A Wonderful World"", recorded in 1967, wasn't a U.S. hit until used in the 1987 film ""Good Morning, Vietnam""",Louis Armstrong
44053,5913,5/5/2010,Double Jeopardy!,"WHAT ARE YOU, YELLOW?",400,10,3,9.95,1,True,http://www.j-archive.com/media/2010-05-05_DJ_25.jpg,It wouldn't be Easter without these marshmallow treats,Peeps
59848,4317,5/13/2003,Jeopardy!,"""E"" TICKET",500,12,3,8.18,3,False,,"From the name of a Greek philosopher, it's a synonym for gastronome",an epicurean (epicure)
99317,6050,12/24/2010,Double Jeopardy!,NATHANIEL HAWTHORNE,1600,15,10,15.61,3,False,,"Pallbearers at Nathaniel's funeral in 1864 included Oliver Wendell Holmes & this 3-named ""Nature"" author",Ralph Waldo Emerson
20057,5595,12/26/2008,Double Jeopardy!,PRESIDENTIAL RUNNERS-UP,1600,3,2,14.31,2,False,,1912: Theodore Roosevelt,Woodrow Wilson
